,Unnamed: 0,Data Somministrazione,Totale,Sesso Maschile,Sesso Femminile,Categoria Operatori Sanitari Sociosanitari,Categoria Personale Non Sanitario,Categoria Altro,Categoria Ospiti Rsa,Categoria Over80,Categoria Forze Armate,Categoria Personale Scolastico,Prima Dose,Seconda Dose,Regione
0,360,2020-12-27,37,19,18,34,0,1,2,0,0,0,37,0,Abruzzo
1,953,2020-12-27,106,41,65,104,0,2,0,0,0,0,106,0,Basilicata
2,144,2020-12-27,275,150,125,274,0,1,0,0,0,0,275,0,Calabria
3,161,2020-12-27,720,422,298,703,14,3,0,0,0,0,720,0,Campania
4,1634,2020-12-27,968,372,596,824,1,117,26,0,0,0,968,0,Emilia-Romagna
5,1029,2020-12-27,262,149,113,259,0,3,0,0,0,0,262,0,Friuli-Venezia Giulia
6,2028,2020-12-27,272,131,141,272,0,0,0,0,0,0,272,0,Lazio
7,1652,2020-12-27,135,56,79,88,0,2,45,0,0,0,135,0,Liguria
8,480,2020-12-27,702,407,295,601,45,41,14,1,0,0,702,0,Lombardia
9,710,2020-12-27,200,97,103,184,4,8,4,0,0,0,200,0,Marche
10,399,2020-12-27,50,20,30,29,4,0,17,0,0,0,50,0,Molise
11,1791,2020-12-27,912,368,544,760,65,11,76,0,0,0,912,0,Piemonte
12,2027,2020-12-27,144,65,79,139,2,2,0,1,0,0,144,0,Provincia Autonoma Bolzano / Bozen
13,1015,2020-12-27,103,40,63,76,4,2,21,0,0,0,103,0,Provincia Autonoma Trento
14,911,2020-12-27,506,249,257,403,2,38,63,0,0,0,506,0,Puglia
15,1026,2020-12-27,65,34,31,65,0,0,0,0,0,0,65,0,Sardegna
16,1411,2020-12-27,90,54,36,62,0,2,26,0,0,0,90,0,Sicilia
17,1250,2020-12-27,620,267,353,460,10,137,13,0,0,0,620,0,Toscana
18,1921,2020-12-27,85,45,40,67,2,0,16,0,0,0,85,0,Umbria
19,530,2020-12-27,20,9,11,20,0,0,0,0,0,0,20,0,Valle d'Aosta / Vallée d'Aoste
20,1045,2020-12-27,880,395,485,875,0,4,0,0,0,1,880,0,Veneto
21,1114,2020-12-28,6,2,4,6,0,0,0,0,0,0,6,0,Calabria
22,942,2020-12-28,959,412,547,957,0,2,0,0,0,0,959,0,Lazio
23,1589,2020-12-28,80,30,50,77,0,3,0,0,0,0,80,0,Liguria
24,1228,2020-12-28,103,44,59,102,1,0,0,0,0,0,103,0,Lombardia
25,853,2020-12-28,1,1,0,1,0,0,0,0,0,0,1,0,Piemonte
26,72,2020-12-28,65,25,40,65,0,0,0,0,0,0,65,0,Sardegna
27,496,2020-12-28,207,124,83,205,0,2,0,0,0,0,207,0,Sicilia
28,727,2020-12-29,488,176,312,486,2,0,0,0,0,0,488,0,Lazio
29,79,2020-12-29,125,33,92,93,11,0,21,0,0,0,125,0,Liguria
30,1859,2020-12-29,100,43,57,100,0,0,0,0,0,0,100,0,Lombardia
31,1842,2020-12-29,57,32,25,56,1,0,0,0,0,0,57,0,Sardegna
32,1586,2020-12-29,235,146,89,235,0,0,0,0,0,0,235,0,Sicilia
33,1356,2020-12-30,630,246,384,601,0,29,0,0,0,0,630,0,Friuli-Venezia Giulia
34,434,2020-12-30,1630,629,1001,1603,0,0,27,0,0,0,1630,0,Lazio
35,839,2020-12-30,12,5,7,12,0,0,0,0,0,0,12,0,Liguria
36,241,2020-12-30,113,42,71,105,7,1,0,0,0,0,113,0,Lombardia
37,641,2020-12-30,17,5,12,14,0,3,0,0,0,0,17,0,Marche
38,431,2020-12-30,730,322,408,685,45,0,0,0,0,0,730,0,Piemonte
39,510,2020-12-30,387,181,206,342,41,4,0,0,0,0,387,0,Provincia Autonoma Bolzano / Bozen
40,1395,2020-12-30,7,3,4,4,1,0,2,0,0,0,7,0,Provincia Autonoma Trento
41,1408,2020-12-30,1,0,1,1,0,0,0,0,0,0,1,0,Puglia
42,1640,2020-12-30,173,101,72,156,3,14,0,0,0,0,173,0,Sicilia
43,1398,2020-12-30,327,104,223,34,10,0,283,0,0,0,327,0,Toscana
44,582,2020-12-30,699,245,454,598,12,48,39,0,0,2,699,0,Veneto
45,549,2020-12-31,1490,811,679,1273,150,66,1,0,0,0,1490,0,Campania
46,15,2020-12-31,2204,776,1428,1675,31,171,327,0,0,0,2204,0,Emilia-Romagna
47,1102,2020-12-31,1053,384,669,1011,0,42,0,0,0,0,1053,0,Friuli-Venezia Giulia
48,1439,2020-12-31,5291,2121,3170,4987,12,13,279,0,0,0,5291,0,Lazio
49,1312,2020-12-31,988,354,634,750,17,38,155,28,0,0,988,0,Liguria
50,32,2020-12-31,713,300,413,657,56,0,0,0,0,0,713,0,Lombardia
51,1564,2020-12-31,383,178,205,370,0,13,0,0,0,0,383,0,Marche
52,694,2020-12-31,3907,1332,2575,3413,354,6,134,0,0,0,3907,0,Piemonte
53,2075,2020-12-31,910,517,393,477,61,372,0,0,0,0,910,0,Provincia Autonoma Bolzano / Bozen
54,931,2020-12-31,1624,449,1175,841,105,4,674,0,0,0,1624,0,Provincia Autonoma Trento
55,791,2020-12-31,1635,782,853,1549,33,6,44,0,0,3,1635,0,Puglia
56,1618,2020-12-31,32,16,16,28,0,4,0,0,0,0,32,0,Sardegna
57,1965,2020-12-31,878,470,408,828,0,50,0,0,0,0,878,0,Sicilia
58,2002,2020-12-31,805,202,603,97,10,0,698,0,0,0,805,0,Toscana
59,1335,2020-12-31,322,127,195,310,0,12,0,0,0,0,322,0,Umbria
60,1468,2020-12-31,18,4,14,16,2,0,0,0,0,0,18,0,Valle d'Aosta / Vallée d'Aoste
61,731,2020-12-31,3219,1043,2176,2700,77,188,252,0,0,2,3219,0,Veneto
62,120,2021-01-01,919,506,413,831,85,3,0,0,0,0,919,0,Campania
63,1595,2021-01-01,3554,1382,2172,3483,0,3,68,0,0,0,3554,0,Lazio
64,395,2021-01-01,144,55,89,139,4,1,0,0,0,0,144,0,Liguria
65,207,2021-01-01,24,7,17,24,0,0,0,0,0,0,24,0,Lombardia
66,2085,2021-01-01,1038,395,643,922,116,0,0,0,0,0,1038,0,Piemonte
67,2003,2021-01-01,2,2,0,2,0,0,0,0,0,0,2,0,Provincia Autonoma Bolzano / Bozen
68,1307,2021-01-01,213,50,163,114,11,0,88,0,0,0,213,0,Provincia Autonoma Trento
69,1197,2021-01-01,146,60,86,145,1,0,0,0,0,0,146,0,Puglia
70,1401,2021-01-01,30,16,14,30,0,0,0,0,0,0,30,0,Sardegna
71,1146,2021-01-01,815,437,378,740,0,75,0,0,0,0,815,0,Sicilia
72,1599,2021-01-01,2370,788,1582,1716,2,0,650,2,0,0,2370,0,Toscana
73,1997,2021-01-01,269,102,167,268,0,1,0,0,0,0,269,0,Umbria
74,1501,2021-01-01,1527,471,1056,1495,0,28,1,0,0,3,1527,0,Veneto
75,1151,2021-01-02,548,218,330,540,0,8,0,0,0,0,548,0,Abruzzo
76,671,2021-01-02,949,380,569,855,39,52,0,0,0,3,949,0,Basilicata
77,993,2021-01-02,165,94,71,165,0,0,0,0,0,0,165,0,Calabria
78,1926,2021-01-02,3673,1962,1711,3167,340,166,0,0,0,0,3673,0,Campania
79,1624,2021-01-02,2347,903,1444,2071,1,78,197,0,0,0,2347,0,Emilia-Romagna
80,140,2021-01-02,1217,471,746,1150,0,67,0,0,0,0,1217,0,Friuli-Venezia Giulia
81,1044,2021-01-02,6704,2629,4075,6268,47,31,358,0,0,0,6704,0,Lazio
82,495,2021-01-02,691,245,446,595,54,42,0,0,0,0,691,0,Liguria
83,961,2021-01-02,199,72,127,178,16,5,0,0,0,0,199,0,Lombardia
84,224,2021-01-02,453,139,314,444,0,9,0,0,0,0,453,0,Marche
85,1427,2021-01-02,3540,1134,2406,3073,336,78,53,0,0,0,3540,0,Piemonte
86,498,2021-01-02,91,48,43,69,1,21,0,0,0,0,91,0,Provincia Autonoma Bolzano / Bozen
87,1483,2021-01-02,502,143,359,336,21,4,141,0,0,0,502,0,Provincia Autonoma Trento
88,1440,2021-01-02,2947,1299,1648,2827,64,29,23,0,0,4,2947,0,Puglia
89,123,2021-01-02,60,21,39,60,0,0,0,0,0,0,60,0,Sardegna
90,1731,2021-01-02,4872,2533,2339,4311,0,561,0,0,0,0,4872,0,Sicilia
91,818,2021-01-02,3497,1097,2400,2682,15,0,800,0,0,0,3497,0,Toscana
92,19,2021-01-02,301,110,191,301,0,0,0,0,0,0,301,0,Umbria
93,465,2021-01-02,6,5,1,0,0,0,6,0,0,0,6,0,Valle d'Aosta / Vallée d'Aoste
94,31,2021-01-02,5741,1765,3976,4797,147,248,544,2,0,3,5741,0,Veneto
95,1058,2021-01-03,471,185,286,464,0,7,0,0,0,0,471,0,Abruzzo
96,970,2021-01-03,900,344,556,790,45,63,0,0,0,2,900,0,Basilicata
97,1943,2021-01-03,6,3,3,4,0,2,0,0,0,0,6,0,Calabria
98,1410,2021-01-03,3837,2009,1828,3191,401,245,0,0,0,0,3837,0,Campania
99,1052,2021-01-03,2730,935,1795,2480,12,68,170,0,0,0,2730,0,Emilia-Romagna
100,1368,2021-01-03,312,122,190,285,0,26,1,0,0,0,312,0,Friuli-Venezia Giulia
101,1175,2021-01-03,5250,1972,3278,5125,18,42,65,0,0,0,5250,0,Lazio
102,1808,2021-01-03,734,230,504,658,23,52,0,0,0,1,734,0,Liguria
103,784,2021-01-03,853,316,537,744,88,16,4,1,0,0,853,0,Lombardia
104,1695,2021-01-03,896,348,548,759,0,137,0,0,0,0,896,0,Marche
105,204,2021-01-03,3061,966,2095,2714,268,27,52,0,0,0,3061,0,Piemonte
106,1803,2021-01-03,41,16,25,33,5,2,0,1,0,0,41,0,Provincia Autonoma Bolzano / Bozen
107,1147,2021-01-03,492,160,332,418,9,3,62,0,0,0,492,0,Provincia Autonoma Trento
108,1134,2021-01-03,2006,943,1063,1816,33,11,145,0,0,1,2006,0,Puglia
109,1911,2021-01-03,90,36,54,89,1,0,0,0,0,0,90,0,Sardegna
110,1308,2021-01-03,4693,2454,2239,4361,0,332,0,0,0,0,4693,0,Sicilia
111,49,2021-01-03,3336,1052,2284,2565,9,0,762,0,0,0,3336,0,Toscana
112,1019,2021-01-03,267,111,156,267,0,0,0,0,0,0,267,0,Umbria
113,788,2021-01-03,5159,1563,3596,4597,59,252,249,0,0,2,5159,0,Veneto
114,649,2021-01-04,1401,575,826,1396,0,5,0,0,0,0,1401,0,Abruzzo
115,563,2021-01-04,607,271,336,550,45,10,0,0,0,2,607,0,Basilicata
116,1084,2021-01-04,996,492,504,969,0,27,0,0,0,0,996,0,Calabria
117,1004,2021-01-04,5826,2963,2863,4850,679,297,0,0,0,0,5826,0,Campania
118,1157,2021-01-04,7257,2510,4747,6164,123,393,577,0,0,0,7257,0,Emilia-Romagna
119,1206,2021-01-04,1510,559,951,1392,0,118,0,0,0,0,1510,0,Friuli-Venezia Giulia
120,531,2021-01-04,7478,2907,4571,7075,5,81,316,0,0,1,7478,0,Lazio
121,1326,2021-01-04,2614,853,1761,2196,81,158,176,0,0,3,2614,0,Liguria
122,790,2021-01-04,5979,2059,3920,4917,692,186,173,11,0,0,5979,0,Lombardia
123,1694,2021-01-04,1500,563,937,1290,36,163,11,0,0,0,1500,0,Marche
124,1766,2021-01-04,314,131,183,301,0,13,0,0,0,0,314,0,Molise
125,211,2021-01-04,5562,1678,3884,4590,716,21,235,0,0,0,5562,0,Piemonte
126,3,2021-01-04,508,201,307,420,49,35,4,0,0,0,508,0,Provincia Autonoma Bolzano / Bozen
127,1119,2021-01-04,870,227,643,485,41,8,335,1,0,0,870,0,Provincia Autonoma Trento
128,466,2021-01-04,4503,2012,2491,4371,84,36,11,0,0,1,4503,0,Puglia
129,1601,2021-01-04,591,217,374,565,15,11,0,0,0,0,591,0,Sardegna
130,551,2021-01-04,8373,4172,4201,7595,20,752,6,0,0,0,8373,0,Sicilia
131,8,2021-01-04,5064,1893,3171,4100,29,3,932,0,0,0,5064,0,Toscana
132,213,2021-01-04,809,397,412,808,0,1,0,0,0,0,809,0,Umbria
133,1984,2021-01-04,142,59,83,126,14,2,0,0,0,0,142,0,Valle d'Aosta / Vallée d'Aoste
134,437,2021-01-04,6725,2029,4696,5237,181,387,913,1,0,6,6725,0,Veneto
135,691,2021-01-05,1614,604,1010,1604,0,10,0,0,0,0,1614,0,Abruzzo
136,780,2021-01-05,945,409,536,861,38,46,0,0,0,0,945,0,Basilicata
137,975,2021-01-05,1350,618,732,1256,0,94,0,0,0,0,1350,0,Calabria
138,1219,2021-01-05,7237,3638,3599,5810,923,398,106,0,0,0,7237,0,Campania
139,2005,2021-01-05,9321,3162,6159,7924,279,354,764,0,0,0,9321,0,Emilia-Romagna
140,861,2021-01-05,1680,551,1129,1350,1,132,197,0,0,0,1680,0,Friuli-Venezia Giulia
141,924,2021-01-05,7370,2802,4568,6690,0,102,577,0,1,0,7370,0,Lazio
142,147,2021-01-05,2877,895,1982,2306,107,196,261,0,0,7,2877,0,Liguria
143,745,2021-01-05,7692,2524,5168,6178,1108,227,172,7,0,0,7692,0,Lombardia
144,541,2021-01-05,1562,586,976,1436,0,126,0,0,0,0,1562,0,Marche
145,1767,2021-01-05,449,180,269,441,0,8,0,0,0,0,449,0,Molise
146,801,2021-01-05,5378,1602,3776,4365,683,45,285,0,0,0,5378,0,Piemonte
147,1662,2021-01-05,830,286,544,734,61,35,0,0,0,0,830,0,Provincia Autonoma Bolzano / Bozen
148,1074,2021-01-05,709,232,477,495,46,6,162,0,0,0,709,0,Provincia Autonoma Trento
149,1978,2021-01-05,5098,2245,2853,4745,153,93,98,5,0,4,5098,0,Puglia
150,870,2021-01-05,1327,446,881,1283,33,11,0,0,0,0,1327,0,Sardegna
151,2038,2021-01-05,10527,5159,5368,9074,122,1124,207,0,0,0,10527,0,Sicilia
152,1667,2021-01-05,5243,1754,3489,4354,9,2,878,0,0,0,5243,0,Toscana
153,637,2021-01-05,850,428,422,845,0,5,0,0,0,0,850,0,Umbria
154,1383,2021-01-05,150,54,96,127,11,1,11,0,0,0,150,0,Valle d'Aosta / Vallée d'Aoste
155,756,2021-01-05,7328,2183,5145,5411,304,485,1122,0,1,5,7328,0,Veneto
156,529,2021-01-06,1830,664,1166,1546,119,32,133,0,0,0,1830,0,Abruzzo
157,1750,2021-01-06,294,129,165,229,9,20,36,0,0,0,294,0,Basilicata
158,1027,2021-01-06,926,500,426,822,0,104,0,0,0,0,926,0,Calabria
159,86,2021-01-06,7652,3749,3903,5781,838,733,300,0,0,0,7652,0,Campania
160,359,2021-01-06,8261,2941,5320,6851,169,592,648,0,1,0,8261,0,Emilia-Romagna
161,1128,2021-01-06,709,264,445,514,0,195,0,0,0,0,709,0,Friuli-Venezia Giulia
162,1399,2021-01-06,5119,1960,3159,4619,45,133,320,0,1,1,5119,0,Lazio
163,1714,2021-01-06,1660,616,1044,1230,40,210,113,64,0,3,1660,0,Liguria
164,1152,2021-01-06,7051,2487,4564,5841,1020,150,38,0,0,2,7051,0,Lombardia
165,1546,2021-01-06,2181,792,1389,1738,40,256,147,0,0,0,2181,0,Marche
166,2055,2021-01-06,689,260,429,456,26,36,171,0,0,0,689,0,Molise
167,619,2021-01-06,3114,1110,2004,2368,319,114,313,0,0,0,3114,0,Piemonte
168,1704,2021-01-06,59,18,41,59,0,0,0,0,0,0,59,0,Provincia Autonoma Bolzano / Bozen
169,814,2021-01-06,42,13,29,42,0,0,0,0,0,0,42,0,Provincia Autonoma Trento
170,667,2021-01-06,3943,1664,2279,3313,218,39,373,0,0,0,3943,0,Puglia
171,1806,2021-01-06,1615,549,1066,1510,67,38,0,0,0,0,1615,0,Sardegna
172,1896,2021-01-06,6471,3402,3069,5717,24,728,2,0,0,0,6471,0,Sicilia
173,1570,2021-01-06,4519,1459,3060,3984,9,1,525,0,0,0,4519,0,Toscana
174,1682,2021-01-06,843,323,520,840,0,3,0,0,0,0,843,0,Umbria
175,1535,2021-01-06,65,33,32,29,8,10,18,0,0,0,65,0,Valle d'Aosta / Vallée d'Aoste
176,1833,2021-01-06,8130,2383,5747,6308,170,831,808,1,2,10,8130,0,Veneto
177,1794,2021-01-07,1603,552,1051,1566,0,37,0,0,0,0,1603,0,Abruzzo
178,1713,2021-01-07,640,319,321,556,8,47,29,0,0,0,640,0,Basilicata
179,1854,2021-01-07,2180,1061,1119,1883,0,297,0,0,0,0,2180,0,Calabria
180,2072,2021-01-07,8910,4166,4744,6313,1087,1178,332,0,0,0,8910,0,Campania
181,1880,2021-01-07,10208,3381,6827,8181,287,672,1068,0,0,0,10208,0,Emilia-Romagna
182,65,2021-01-07,2092,718,1374,1760,1,221,110,0,0,0,2092,0,Friuli-Venezia Giulia
183,574,2021-01-07,7742,2901,4841,6897,175,104,566,0,0,0,7742,0,Lazio
184,14,2021-01-07,3166,1077,2089,2314,144,275,428,0,1,4,3166,0,Liguria
185,1340,2021-01-07,11708,3622,8086,8959,1718,212,785,32,1,1,11708,0,Lombardia
186,1346,2021-01-07,1802,633,1169,1480,0,322,0,0,0,0,1802,0,Marche
187,1604,2021-01-07,598,209,389,414,1,38,145,0,0,0,598,0,Molise
188,516,2021-01-07,5385,1739,3646,4158,837,49,341,0,0,0,5385,0,Piemonte
189,29,2021-01-07,916,327,589,618,106,133,0,59,0,0,916,0,Provincia Autonoma Bolzano / Bozen
190,1796,2021-01-07,1270,310,960,649,46,18,557,0,0,0,1270,0,Provincia Autonoma Trento
191,1784,2021-01-07,5712,2453,3259,5215,246,30,217,0,1,3,5712,0,Puglia
192,70,2021-01-07,3111,1077,2034,2720,311,69,0,0,11,0,3111,0,Sardegna
193,1391,2021-01-07,9173,4239,4934,7694,70,1199,210,0,0,0,9173,0,Sicilia
194,1231,2021-01-07,6018,1751,4267,5308,29,1,680,0,0,0,6018,0,Toscana
195,417,2021-01-07,1291,383,908,883,1,3,404,0,0,0,1291,0,Umbria
196,1893,2021-01-07,275,111,164,224,38,8,5,0,0,0,275,0,Valle d'Aosta / Vallée d'Aoste
197,210,2021-01-07,8359,2319,6040,5467,460,625,1805,0,0,2,8359,0,Veneto
198,1748,2021-01-08,1525,507,1018,1487,0,38,0,0,0,0,1525,0,Abruzzo
199,1161,2021-01-08,554,219,335,383,30,82,59,0,0,0,554,0,Basilicata
200,1934,2021-01-08,2109,1014,1095,1898,0,211,0,0,0,0,2109,0,Calabria
201,507,2021-01-08,10456,4969,5487,6715,1147,2382,212,0,0,0,10456,0,Campania
202,2053,2021-01-08,10810,3557,7253,8456,423,851,1080,0,0,0,10810,0,Emilia-Romagna
203,387,2021-01-08,2322,747,1575,1680,5,241,396,0,0,0,2322,0,Friuli-Venezia Giulia
204,1988,2021-01-08,7726,2894,4832,6519,191,218,798,0,0,0,7726,0,Lazio
205,47,2021-01-08,2927,999,1928,2085,167,239,431,0,1,4,2927,0,Liguria
206,109,2021-01-08,12599,3898,8701,9962,2175,143,314,5,0,0,12599,0,Lombardia
207,1575,2021-01-08,1574,588,986,1226,0,348,0,0,0,0,1574,0,Marche
208,173,2021-01-08,429,141,288,244,6,59,120,0,0,0,429,0,Molise
209,829,2021-01-08,5529,1761,3768,4078,971,58,422,0,0,0,5529,0,Piemonte
210,2045,2021-01-08,1514,476,1038,787,167,291,168,101,0,0,1514,0,Provincia Autonoma Bolzano / Bozen
211,643,2021-01-08,1449,313,1136,768,128,24,529,0,0,0,1449,0,Provincia Autonoma Trento
212,945,2021-01-08,5575,2336,3239,4852,356,36,328,0,0,3,5575,0,Puglia
213,1181,2021-01-08,3257,1184,2073,2929,230,98,0,0,0,0,3257,0,Sardegna
214,1907,2021-01-08,8328,3864,4464,6591,87,1437,213,0,0,0,8328,0,Sicilia
215,1628,2021-01-08,5944,1641,4303,5360,36,3,545,0,0,0,5944,0,Toscana
216,2066,2021-01-08,1173,337,836,926,8,1,238,0,0,0,1173,0,Umbria
217,1444,2021-01-08,299,130,169,240,35,8,16,0,0,0,299,0,Valle d'Aosta / Vallée d'Aoste
218,1785,2021-01-08,9398,2832,6566,5982,590,1003,1807,3,1,12,9398,0,Veneto
219,1746,2021-01-09,1483,565,918,1430,0,53,0,0,0,0,1483,0,Abruzzo
220,577,2021-01-09,557,160,397,386,52,51,67,0,0,1,557,0,Basilicata
221,506,2021-01-09,1916,1036,880,1529,0,387,0,0,0,0,1916,0,Calabria
222,354,2021-01-09,10566,5024,5542,6759,1256,2282,269,0,0,0,10566,0,Campania
223,2079,2021-01-09,9873,3424,6449,7824,555,614,880,0,0,0,9873,0,Emilia-Romagna
224,1947,2021-01-09,2518,841,1677,1519,2,404,593,0,0,0,2518,0,Friuli-Venezia Giulia
225,770,2021-01-09,6293,2560,3733,5115,229,329,620,0,0,0,6293,0,Lazio
226,475,2021-01-09,1335,481,854,998,73,74,188,0,0,2,1335,0,Liguria
227,1329,2021-01-09,12381,4560,7821,9503,2051,624,196,6,1,0,12381,0,Lombardia
228,1092,2021-01-09,1709,605,1104,1406,0,303,0,0,0,0,1709,0,Marche
229,904,2021-01-09,450,152,298,221,27,24,178,0,0,0,450,0,Molise
230,484,2021-01-09,6183,2185,3998,4488,1094,33,568,0,0,0,6183,0,Piemonte
231,476,2021-01-09,612,326,286,76,28,422,74,12,0,0,612,0,Provincia Autonoma Bolzano / Bozen
232,490,2021-01-09,190,40,150,145,13,1,31,0,0,0,190,0,Provincia Autonoma Trento
233,345,2021-01-09,4870,2245,2625,4318,246,55,246,4,0,1,4870,0,Puglia
234,177,2021-01-09,4026,1417,2609,3181,602,243,0,0,0,0,4026,0,Sardegna
235,1450,2021-01-09,7325,3424,3901,5034,146,1689,456,0,0,0,7325,0,Sicilia
236,1202,2021-01-09,4485,1596,2889,3780,143,1,560,1,0,0,4485,0,Toscana
237,799,2021-01-09,1719,492,1227,888,7,2,822,0,0,0,1719,0,Umbria
238,197,2021-01-09,443,199,244,225,183,13,22,0,0,0,443,0,Valle d'Aosta / Vallée d'Aoste
239,624,2021-01-09,7929,2538,5391,5175,336,825,1573,3,11,6,7929,0,Veneto
240,1886,2021-01-10,1139,409,730,1091,0,48,0,0,0,0,1139,0,Abruzzo
241,1256,2021-01-10,77,24,53,9,2,66,0,0,0,0,77,0,Basilicata
242,1448,2021-01-10,929,524,405,830,0,99,0,0,0,0,929,0,Calabria
243,1097,2021-01-10,8165,3736,4429,5179,1010,1879,97,0,0,0,8165,0,Campania
244,728,2021-01-10,7126,2663,4463,5643,652,325,499,6,0,1,7126,0,Emilia-Romagna
245,1544,2021-01-10,2941,919,2022,1745,6,945,245,0,0,0,2941,0,Friuli-Venezia Giulia
246,81,2021-01-10,4039,1700,2339,3424,156,207,252,0,0,0,4039,0,Lazio
247,1715,2021-01-10,648,262,386,369,84,19,176,0,0,0,648,0,Liguria
248,1672,2021-01-10,10516,3955,6561,8173,2159,85,85,11,2,1,10516,0,Lombardia
249,1194,2021-01-10,1737,699,1038,1462,0,275,0,0,0,0,1737,0,Marche
250,325,2021-01-10,270,72,198,82,19,0,169,0,0,0,270,0,Molise
251,1895,2021-01-10,5207,2273,2934,3904,765,19,519,0,0,0,5207,0,Piemonte
252,909,2021-01-10,2,2,0,1,0,1,0,0,0,0,2,0,Provincia Autonoma Bolzano / Bozen
253,698,2021-01-10,84,19,65,53,18,1,12,0,0,0,84,0,Provincia Autonoma Trento
254,1278,2021-01-10,2347,1060,1287,2037,101,7,202,0,0,0,2347,0,Puglia
255,674,2021-01-10,2183,750,1433,1632,228,323,0,0,0,0,2183,0,Sardegna
256,426,2021-01-10,3618,1615,2003,2126,125,903,464,0,0,0,3618,0,Sicilia
257,762,2021-01-10,3001,1104,1897,2432,134,4,431,0,0,0,3001,0,Toscana
258,842,2021-01-10,1056,275,781,740,3,5,308,0,0,0,1056,0,Umbria
259,1527,2021-01-10,220,71,149,172,25,4,19,0,0,0,220,0,Valle d'Aosta / Vallée d'Aoste
260,708,2021-01-10,5020,1662,3358,3840,166,547,462,2,2,1,5020,0,Veneto
261,1406,2021-01-11,1551,557,994,1337,62,104,48,0,0,0,1551,0,Abruzzo
262,1236,2021-01-11,183,66,117,107,15,20,41,0,0,0,183,0,Basilicata
263,956,2021-01-11,2154,1040,1114,1759,0,392,3,0,0,0,2154,0,Calabria
264,1386,2021-01-11,4072,1871,2201,2386,681,753,252,0,0,0,4072,0,Campania
265,230,2021-01-11,9323,3266,6057,6574,641,841,1267,0,0,0,9323,0,Emilia-Romagna
266,1981,2021-01-11,1882,609,1273,1500,3,333,46,0,0,0,1882,0,Friuli-Venezia Giulia
267,357,2021-01-11,5525,2103,3422,4553,307,96,569,0,0,0,5525,0,Lazio
268,525,2021-01-11,2652,990,1662,1990,143,202,316,0,0,1,2652,0,Liguria
269,1108,2021-01-11,16018,5322,10696,11813,3303,158,699,42,1,2,16018,0,Lombardia
270,1846,2021-01-11,1176,411,765,1021,2,153,0,0,0,0,1176,0,Marche
271,1673,2021-01-11,557,194,363,196,193,57,111,0,0,0,557,0,Molise
272,1230,2021-01-11,8740,2980,5760,6053,1484,77,1126,0,0,0,8740,0,Piemonte
273,519,2021-01-11,1564,512,1052,582,282,371,175,154,0,0,1564,0,Provincia Autonoma Bolzano / Bozen
274,1557,2021-01-11,728,221,507,518,49,9,152,0,0,0,728,0,Provincia Autonoma Trento
275,1377,2021-01-11,3749,1587,2162,3217,318,34,175,0,3,2,3749,0,Puglia
276,661,2021-01-11,1183,505,678,656,139,387,0,1,0,0,1183,0,Sardegna
277,494,2021-01-11,5905,2591,3314,3923,196,1404,382,0,0,0,5905,0,Sicilia
278,559,2021-01-11,5094,1691,3403,4362,209,1,522,0,0,0,5094,0,Toscana
279,25,2021-01-11,1271,336,935,878,12,7,374,0,0,0,1271,0,Umbria
280,807,2021-01-11,325,112,213,238,50,7,30,0,0,0,325,0,Valle d'Aosta / Vallée d'Aoste
281,1909,2021-01-11,7237,2100,5137,3499,502,1025,1956,247,0,8,7237,0,Veneto
282,171,2021-01-12,1804,666,1138,1470,42,292,0,0,0,0,1804,0,Abruzzo
283,1445,2021-01-12,217,88,129,87,22,9,99,0,0,0,217,0,Basilicata
284,16,2021-01-12,2058,1017,1041,1706,0,323,29,0,0,0,2058,0,Calabria
285,44,2021-01-12,5214,2563,2651,3439,722,713,340,0,0,0,5214,0,Campania
286,614,2021-01-12,9315,3086,6229,6351,593,740,1631,0,0,0,9315,0,Emilia-Romagna
287,1301,2021-01-12,2259,712,1547,1528,19,351,361,0,0,0,2259,0,Friuli-Venezia Giulia
288,2011,2021-01-12,5391,1974,3417,4343,342,122,584,0,0,0,5391,0,Lazio
289,969,2021-01-12,2459,885,1574,1749,174,95,439,0,0,2,2459,0,Liguria
290,88,2021-01-12,19783,6596,13187,13426,4447,235,1581,93,1,0,19783,0,Lombardia
291,1158,2021-01-12,1226,413,813,912,0,264,50,0,0,0,1226,0,Marche
292,1529,2021-01-12,336,114,222,132,74,1,129,0,0,0,336,0,Molise
293,1936,2021-01-12,10040,3401,6639,6859,1917,92,1172,0,0,0,10040,0,Piemonte
294,1136,2021-01-12,1709,459,1250,369,228,537,479,96,0,0,1709,0,Provincia Autonoma Bolzano / Bozen
295,1184,2021-01-12,504,158,346,414,25,4,61,0,0,0,504,0,Provincia Autonoma Trento
296,1323,2021-01-12,4204,1766,2438,3630,339,11,218,1,0,5,4204,0,Puglia
297,1075,2021-01-12,865,408,457,504,88,273,0,0,0,0,865,0,Sardegna
298,1961,2021-01-12,4542,2234,2308,2863,128,1356,195,0,0,0,4542,0,Sicilia
299,1678,2021-01-12,3581,1398,2183,2944,282,1,354,0,0,0,3581,0,Toscana
300,1435,2021-01-12,784,247,537,665,7,7,105,0,0,0,784,0,Umbria
301,867,2021-01-12,302,72,230,242,34,15,11,0,0,0,302,0,Valle d'Aosta / Vallée d'Aoste
